,primary_code,related_code,related_type,importance
12430,CR003,CG005005,P,4
12431,FP0010011001,FP0010010102,M,4
12432,FP0010011001,FP00200320,P,4
12433,FP0010011001,FP00200301,P,3
12434,FA007018,CG001001,P,4
12435,SW001005,IT001007002,T,4
12436,SW00100503,IT001007002,T,4
12437,CG005001,CG005004,M,4
12438,CG005004,CG005001,P,4
12439,FA004001,HW001,P,2
12440,LP001013,BT00802,D,4
12441,EE001,EC003005,D,4
12442,CC00500106,CC00102006,M,4
12443,CC00500106,PF0020010209,P,1
12444,CC00500106,CT002010,P,1
12445,CC00500106,CT00201001,P,1
12446,CC00500106,CT00201002,P,1
12447,CC00500106,PF00200102,P,1
12448,CC00500106,PF0020010201,P,1
12449,CC00500106,PF0020010211,P,1
12450,CC00500106,PF0020010213,P,1
12451,CC00500106,PF00200101,P,2
12452,CC00500106,PF0020010103,P,1
12453,CC00500106,PF0020010108,P,1
12454,CC00500106,PF0020010202,P,1
12455,CC00500106,PF0020010203,P,1
12456,CC00500106,PF0020010709,P,1
12457,CC00500106,PF0020010710,P,1
12458,CC00500106,PF0020010105,P,1
12459,CC00500106,PF0020010101,P,1
12460,CC00500106,PF0020010702,P,1
12461,CC00500106,PF0020010107,P,1
12462,CC00500106,PF0020010701,P,1
12463,CC00500106,PF00200108,P,1
12464,FP002008,CS007001,D,3
12465,FA00706811,MM0180010107,M,4
12466,FA00706811,FA00200903,M,4
12467,FA00706811,FA00300104,P,4
12468,PS00500308,HA001,P,4
12469,PH002005,FP002010,P,4
12470,CG003,CR003,D,3
12471,CG003,ST004,D,3
12472,CR003,HP001001,P,3
12473,FA00706811,PS008019,T,4
12474,FP002020,ST004,D,3
12475,FP00100107,FP002020,P,4
12476,CR003,FP002020,P,3
12477,SS00100502,SS001015,T,4
12478,SS00100502,SS00102,T,4
12479,SS00100502,SS00103,T,4
12480,SS00100502,SS00101605,T,4
12481,SS00100502,SS00101804,T,4
12482,HA001004,ST004,D,2
12483,FA002005,FA00300104,P,4
12484,FA005001,FA00300104,P,4
12485,HC001013,CR003,D,3
12486,HC001013,CR005,D,2
12487,HC001013,ST004,D,2
12488,CR003,HC001013,P,3
12489,HC001013,HC003002,D,4
12490,CR003,HP001002,P,1
12491,CR004,HP001002,P,3
12492,HA001004,CR011,D,1
12493,CG005005,CR011,D,1
12494,CG003,CR011,D,1
12495,HC001013,CR011,D,1
12496,LP001006,AC002001,M,2
12497,LP001006,PS00500306,T,4
12498,LP001006,BT008,D,4
12499,CR004,HP001001,P,3
12500,CR004,CG005005,P,4
12501,CG005005,CR004,D,3
12502,FP002020,TR00100513,T,4
12503,FA00706811,UT00500802,P,3
12504,FA00706811,UT0050080102,P,2
12505,FA00706811,UT00500804,P,2
12506,FA00706811,UT002008,P,4
12507,HA007003,FA00706411,A,4
12508,CR003,LP00100405,P,2
12509,CR003,LP001015,P,1
12510,FA002005,FA00800811,D,4
12511,FA002008,FA002003,P,3
12512,SW0010050303,CP002007,A,4
12513,CR003,FP00200310,P,2
12514,CC00500106,CT002003,P,1
12515,CC00500106,PF0020010305,P,1
12516,CC00500106,CT00200302,P,1
12517,CC00500106,PF0020010106,P,1
12518,CC00500106,PF0020010304,P,1
12519,CC00500106,PF0020010711,P,1
12520,CR004,PS005048,T,4
12521,CR007010,RE0020010602,T,4
12522,PH0010010203,HC00300303,D,4
12523,PH0010010204,HC00300303,D,4
12524,PH0010010203,PH003008,M,2
12525,PH0010010204,PH003008,M,2
12526,PH0010010203,PH00300101,T,4
12527,PH0010010204,PH00300101,T,4
12528,PH0010010203,PH00302,T,3
12529,PH0010010204,PH00302,T,3
12530,MM00400208,CC001007030201,P,4
12531,FA004001,PS00500309,T,4
12532,PH002005,FP002008030101,P,2
12533,PH002005,FP0020080302,P,2
12534,PH002005,FP00200806,P,3
12535,PH002005,FP00200808,P,3
12536,PH002005,FP0020080602,P,2
12537,SS00101206,SS00101606,T,4
12538,PS005054,PS0020130102,P,3
12539,PS005054,PS0020130101,P,3
12540,FA007064,PS00800102,T,4
12541,EE001,PS00800102,T,4
12542,FA005001,PS00800107,T,4
12543,FA005002,PS00800107,T,4
12544,FA004002,MM002001,M,4
12545,MM004003,PS005067,T,4
12546,FA004001,PS0050042404,T,4
12547,FA001011,FA001012,T,4
12548,FA002005,FA00300102,P,4
12549,PS002,UT004,P,4
12550,HA007003,EC002003,T,4
12551,EE001,SE002,M,4
12552,PH002005,FP002008030102,P,2
12553,PH002005,FP0020080601,P,2
12554,FA002008,MM018001,M,4
12555,FA002008,MM00100105,M,3
12556,FA002008,CC001006140302,M,2
12557,FA002005,FA007038,A,4
12558,CG005001,FA007018,A,4
12559,FA007018,CG005001,P,4
12560,CG005004,FA007018,A,4
12561,FA007018,CG005004,P,3
12562,FP002008,CG005,P,3
12563,CG003,AC002002,M,3
12564,CG003,CG005001,M,4
12565,MM008,CG001003,P,4
12566,CC00500106,PF00200201,P,3
12567,MM00400208,MM00400302,T,4
12568,HA001004,EE001006,M,2
12569,HA001005,MM002001,M,3
12570,FA004002,AC001009,P,2
12571,SE001,FA007066,M,2
12572,SE001,MM018,M,3
12573,SE001,MM001,M,3
12574,SE001,MM00400204,M,1
12575,FA004002,CC005004,M,2
12576,FA004002,CC00100925,M,3
12577,FA005001,FA004002,M,3
12578,FA005001,MM018,M,3
12579,HW00119,EC001,M,4
12580,MM002,CP002,P,4
12581,PH002005,FA007089,A,4
12582,PH002005,PH00302,T,3
12583,PH002005,PH002007,T,4
12584,PH002005,PH003012,T,4
12585,EE001,FA007016,P,4
12586,FA004001,FA007016,P,2
12587,FA007018,MM001001050101,M,4
12588,FA007018,MM01800103,M,4
12589,FA007064,FA004001,M,3
12590,FA004001,FA007064,P,2
12591,EE001,FA007064,P,4
12592,FP002,CS007,D,4
12593,PS005,HP001,M,2
12594,PS005,PS008003,T,4
12595,PS008003,PS005,P,4
12596,FA00300101,TR010,P,3
12597,MM001001050101,AC00101005,P,3
12598,SS00100502,PS005,T,4
12599,PS005,SS00100502,P,1
12600,MM008,CC00500193,P,3
12601,FA00300101,PS00800108,T,2
12602,MM008,SE002017188,P,2
12603,MM008,HC00102801,P,3
12604,FA004002,MM001,M,2
12605,FA004002,HW001,P,3
12606,PH0010010204,CC0010070304,M,2
12607,PH0010010204,PH00100201,M,4
12608,PH0010010203,PH00200415,M,2
12609,PH0010010203,FP00200309,M,2
12610,FA00300101,FA0030010901,T,3
12611,FA007064,FA0070041201,M,2
12612,FA007018,FA007040,M,3
12613,FA007018,EE001006,M,3
12614,FA0070101903,EC00100806,M,1
12615,FA004002,FA00706496,A,4
12616,AC00100802,HC001041,P,4
12617,FA004004,FA0040010705,M,3
12618,FA005001,FA0040010705,M,2
12619,FA007018,FA00400124,M,2
12620,FA004004,EE00100910,M,2
12621,EG002,CC0050010532,M,4
12622,CC00500106,CC001007040201,M,2
12623,MM004003,FA00600401,A,2
12624,FA00300101,AC00300408,A,2
12625,FA0070101903,SE001002050001,P,3
12626,FA0070101903,FA007064,P,4
12627,FA005001,FA007030050201,M,2
12628,FA007064,FA00706105,M,2
12629,FA007018,FA00701019,A,4
12630,FA007064,FA0070101903,A,4
12631,FA00300101,FA0030010902,T,3
12632,FA00300101,FA00302,T,3
12633,FA00300101,FA003003000,T,3
12634,MM001001050101,AC001,P,4
12635,FA004002,MM0020010305,M,3
12636,FA005001,FA0050010402,M,2
12637,SE001,SE002028,P,3
12638,PH0010010203,PH0010011802,A,4
12639,PH0010010204,PH0010011802,A,4
12640,PH0010010203,HC00200101,F,4
12641,PH0010010204,HC00200101,F,4
12642,SE001,BT001003,D,4
12643,FA00300101,FN01800203,T,2
12644,FP002008,FN01800210,T,2
12645,CR004,BE004001,P,2
12646,CR003,BE004001,P,2
12647,CR004,BE00400109,P,1
12648,CR004,BE00400111,P,1
12649,CR004,BE00400113,P,1
12650,CR004,BE004005,P,1
12651,CR004,BE00400114,P,1
12652,CR004,BE004002,P,2
12653,CR003,BE004002,P,2
12654,CR004,BE004004,P,2
12655,CR003,BE004004,P,2
12656,CR004,BE004006,P,2
12657,CR003,BE004006,P,2
12658,CR004,BE004009,P,2
12659,CR003,BE004009,P,2
12660,CR004,BE002004,P,2
12661,CR003,BE002004,P,2
12662,CR004,BE002005,P,2
12663,CR003,BE002005,P,2
12664,CR004,BE002013,P,1
12665,CR004,BE002007,P,2
12666,CR003,BE002007,P,2
12667,CR004,FP002011,P,2
12668,CR003,FP002011,P,2
12669,CR004,FP002002,P,1
12670,CR004,FP00200201,P,1
12671,CR004,FP002011014,P,1
12672,CR004,BE003,P,2
12673,CR003,BE003,P,2
12674,CR004,BE002018,P,2
12675,CR003,BE002018,P,2
12676,CR004,BE002019,P,2
12677,CR003,BE002019,P,2
12678,BE005,HA00100402,A,4
12679,BE005,HA0010040201,A,4
12680,BE005,CR005,D,2
12681,BE005,CR004,D,3
12682,BE005,CR003,D,3
12683,CR004,BE005,P,4
12684,CR003,BE005,P,4
12685,FP00100107,ST00200102,D,4
12686,FP00100107,FA00600905,A,4
12687,FP00100107,FN01800210,T,2
12688,FP00100110,FP0010010103,M,3
12689,FP00100110,ST002001,D,4
12690,FP00100110,ST003,D,4
12691,FP00100110,CR005,D,2
12692,FP00100110,CR004,D,3
12693,FP00100110,ST004002,D,3
12694,FP00100110,CR003,D,3
12695,FP00100110,CS007004,D,3
12696,FP00100110,CS007005,D,3
12697,FP0010011001,ST002001,D,4
12698,FP0010011001,ST003,D,4
12699,FP0010011001,CR005,D,2
12700,FP0010011001,CR004,D,3
12701,FP0010011001,ST004002,D,3
12702,FP0010011001,CR003,D,3
12703,FP0010011001,CS007004,D,3
12704,FP0010011001,CS007005,D,3
12705,CR004,FP00100303,P,3
12706,CR003,FP00100303,P,2
12707,FP00200806,FP00100806,M,2
12708,CR004,FP00100110,P,3
12709,CR003,FP00100110,P,3
12710,ST003,FP0010011001,P,3
12711,CR004,FP0010011001,P,2
12712,CR003,FP0010011001,P,2
12713,ST003,FP001003011003,P,2
12714,CR004,FP001003011003,P,1
12715,CR003,FP001003011003,P,1
12716,CR004,FP00100304,P,1
12717,CR003,FP00100304,P,1
12718,ST003,FP00100304,P,2
12719,CR004,FP00100305,P,1
12720,CR003,FP00100305,P,1
12721,ST003,FP00100305,P,2
12722,ST003,FP0010030501,P,1
12723,CR004,FP0010030501,P,1
12724,CR003,FP0010030501,P,1
12725,ST003,FP0010011002,P,3
12726,CR004,FP0010011002,P,2
12727,CR003,FP0010011002,P,2
12728,ST003,FP0010030106,P,2
12729,CR004,FP0010030106,P,1
12730,CR003,FP0010030106,P,1
12731,ST003,FP001003010602,P,1
12732,CR004,FP001003010602,P,1
12733,CR003,FP001003010602,P,1
12734,ST003,FP001003010603,P,1
12735,CR004,FP001003010603,P,1
12736,CR003,FP001003010603,P,1
12737,ST003,FP001003010606,P,1
12738,CR004,FP001003010606,P,1
12739,CR003,FP001003010606,P,1
12740,ST003,FP001003010607,P,1
12741,CR004,FP001003010607,P,1
12742,CR003,FP001003010607,P,1
12743,FP00200806,FN01800210,T,2
12744,FP002008,CR005,D,2
12745,FP002008,CR004,D,3
12746,FP002008,CR003,D,3
12747,FP002008,ST004002,D,3
12748,FP002008,FA00600906,A,4
12749,FP002008,FA003002026,T,4
12750,FP002008,PH00100118,P,2
12751,FP00200806,FP0020080101,P,4
12752,FP00200806,ST003002,D,4
12753,FP00200806,ST002002,D,4
12754,CR004,FP002008,P,3
12755,CR003,FP002008,P,3
12756,CR004,FP00200801,P,2
12757,CR003,FP00200801,P,2
12758,CR004,FP0020080116,P,1
12759,CR003,FP0020080116,P,1
12760,CR004,FP0020080102,P,1
12761,CR003,FP0020080102,P,1
12762,CR004,FP0020080103,P,1
12763,CR003,FP0020080103,P,1
12764,CR004,FP0020080104,P,1
12765,CR003,FP0020080104,P,1
12766,CR004,FP0020080115,P,1
12767,CR003,FP0020080115,P,1
12768,CR004,FP0020080117,P,1
12769,CR003,FP0020080117,P,1
12770,CR004,FP0020080101,P,1
12771,CR003,FP0020080101,P,1
12772,CR004,FP0020080114,P,1
12773,CR003,FP0020080114,P,1
12774,CR004,FP00200802,P,2
12775,CR003,FP00200802,P,2
12776,CR004,FP0020080201,P,1
12777,CR003,FP0020080201,P,1
12778,PH002005,FP00200804,P,3
12779,PH002005,FP00200805,P,3
12780,PH002005,FP0020080304,P,2
12781,PH002005,FP0020080501,P,2
12782,PH002005,FP00200809,P,3
12783,CR004,FP00200901,P,1
12784,CR003,FP00200901,P,1
12785,CR004,FP0020090201,P,1
12786,CR003,FP0020090201,P,1
12787,CR004,FP0020090202,P,1
12788,CR003,FP0020090202,P,1
12789,CR004,FP00200812,P,2
12790,CR003,FP00200812,P,2
12791,CR004,FP00200815,P,2
12792,CR003,FP00200815,P,2
12793,CR004,FP00200816,P,2
12794,CR003,FP00200816,P,2
12795,CR004,FP00200902,P,2
12796,CR003,FP00200902,P,2
12797,FP00100110,HA00100402,A,4
12798,FP0010011001,HA00100402,A,4
12799,FP00100110,FA00703701,A,4
12800,FP0010011001,FA00703701,A,4
12801,FP00100107,ST004002,D,3
12802,FP00100107,CR003,D,3
12803,FP00100107,CR004,D,3
12804,CR003,FP0010010102,P,2
12805,CR003,FP001001010204,P,1
12806,CR003,FP001001010205,P,1
12807,CR003,FP0010010103,P,2
12808,CR003,FP001001010301,P,1
12809,CR003,FP001001010302,P,1
12810,CR003,FP001001010303,P,1
12811,CR003,FP0010010104,P,2
12812,CR003,FP001001010401,P,1
12813,CR003,FP0010010703,P,1
12814,CR003,FP0010010105,P,2
12815,CR003,FP001001010501,P,1
12816,CR003,FP001001010502,P,1
12817,CR003,FP00100107,P,3
12818,CR003,FP0010010701,P,2
12819,CR003,FP001001070102,P,1
12820,CR003,FP0010010702,P,1
12821,CR003,FP0010010706,P,1
12822,CR003,FP0010010708,P,1
12823,CR003,FP001001070103,P,1
12824,CR003,FP001001070100303,P,1
12825,CR003,FP001001070100304,P,1
12826,CR003,FP001001070100305,P,1
12827,CR003,FP0010010705,P,2
12828,CR003,FP00100106,P,1
12829,CR003,FP0010010603,P,1
12830,CR003,FP0010010605,P,1
12831,CR003,FP0010010707,P,1
12832,CR003,FP0010010709,P,1
12833,CR003,FP00100307,P,1
12834,CR003,FP001001070502,P,1
12835,CR004,FP0010010102,P,2
12836,CR004,FP001001010204,P,1
12837,CR004,FP001001010205,P,1
12838,CR004,FP0010010103,P,2
12839,CR004,FP001001010301,P,1
12840,CR004,FP001001010302,P,1
12841,CR004,FP001001010303,P,1
12842,CR004,FP0010010104,P,2
12843,CR004,FP001001010401,P,1
12844,CR004,FP0010010703,P,1
12845,CR004,FP0010010105,P,2
12846,CR004,FP001001010501,P,1
12847,CR004,FP001001010502,P,1
12848,CR004,FP00100107,P,3
12849,CR004,FP0010010701,P,2
12850,CR004,FP001001070102,P,1
12851,CR004,FP0010010702,P,1
12852,CR004,FP0010010706,P,1
12853,CR004,FP0010010708,P,1
12854,CR004,FP001001070103,P,1
12855,CR004,FP001001070100303,P,1
12856,CR004,FP001001070100304,P,1
12857,CR004,FP001001070100305,P,1
12858,CR004,FP0010010705,P,2
12859,CR004,FP00100106,P,1
12860,CR004,FP0010010603,P,1
12861,CR004,FP0010010605,P,1
12862,CR004,FP0010010707,P,1
12863,CR004,FP0010010709,P,1
12864,CR004,FP00100307,P,1
12865,CR004,FP001001070502,P,1
12866,FP00100107,CS007005,D,3
12867,FP00100107,CS007004,D,3
12868,CR004,FP00100101,P,3
12869,CR003,FP00100101,P,3
12870,CR003,FP00201016,P,2
12871,CR004,FP00201003,P,1
12872,CR003,FP00201003,P,1
12873,CR004,FP00201006,P,1
12874,CR003,FP00201006,P,1
12875,CR004,FP00201007,P,1
12876,CR003,FP00201007,P,1
12877,CR004,FP0020101608,P,1
12878,CR003,FP0020101608,P,1
12879,CR004,FP0020101610,P,1
12880,CR003,FP0020101610,P,1
12881,CR003,FP00201017,P,2
12882,CR004,FP00201002,P,1
12883,CR003,FP00201002,P,1
12884,CR004,FP00201004,P,1
12885,CR003,FP00201004,P,1
12886,CR004,FP00201011,P,1
12887,CR003,FP00201011,P,1
12888,CR004,FP00201013,P,1
12889,CR003,FP00201013,P,1
12890,CR004,FP00201015,P,1
12891,CR003,FP00201015,P,1
12892,CR004,FP00100306,P,2
12893,CR003,FP00100306,P,2
12894,CR004,FP002001,P,2
12895,CR003,FP002001,P,2
12896,CR004,FP00200101,P,1
12897,CR003,FP00200101,P,1
12898,CR004,FP0020010101,P,1
12899,CR003,FP0020010101,P,1
12900,CR004,FP0020010102,P,1
12901,CR003,FP0020010102,P,1
12902,CR004,FP002001010201,P,1
12903,CR003,FP002001010201,P,1
12904,CR004,FP0020010201,P,1
12905,CR003,FP0020010201,P,1
12906,CR004,FP0020010301,P,1
12907,CR003,FP0020010301,P,1
12908,CR004,FP0020010302,P,1
12909,CR003,FP0020010302,P,1
12910,CR004,FP0020010303,P,1
12911,CR003,FP0020010303,P,1
12912,CR004,FP0020010304,P,1
12913,CR003,FP0020010304,P,1
12914,CR004,FP0020010305,P,1
12915,CR003,FP0020010305,P,1
12916,CR004,FP00200104,P,1
12917,CR003,FP00200104,P,1
12918,CR004,FP0020010401,P,1
12919,CR003,FP0020010401,P,1
12920,CR004,FP00200105,P,1
12921,CR003,FP00200105,P,1
12922,CR004,FP00200106,P,1
12923,CR003,FP00200106,P,1
12924,CR004,FP00200107,P,1
12925,CR003,FP00200107,P,1
12926,CR004,FP0020030102,P,1
12927,CR003,FP0020030102,P,1
12928,CR004,FP0020030105,P,1
12929,CR003,FP0020030105,P,1
12930,CR004,FP0020030108,P,1
12931,CR003,FP0020030108,P,1
12932,CR004,FP0020030103,P,1
12933,CR003,FP0020030103,P,1
12934,CR004,FP0020030104,P,1
12935,CR003,FP0020030104,P,1
12936,CR004,FP0020030106,P,1
12937,CR003,FP0020030106,P,1
12938,CR004,FP0020030109,P,1
12939,CR003,FP0020030109,P,1
12940,CR004,FP0020030111,P,1
12941,CR003,FP0020030111,P,1
12942,CR004,FP0020030112,P,1
12943,CR003,FP0020030112,P,1
12944,CR004,FP002003011201,P,1
12945,CR003,FP002003011201,P,1
12946,CR004,FP0020030114,P,1
12947,CR003,FP0020030114,P,1
12948,CR004,FP0020030115,P,1
12949,CR003,FP0020030115,P,1
12950,CR004,FP0020030116,P,1
12951,CR003,FP0020030116,P,1
12952,CR004,FP00200301,P,2
12953,CR003,FP00200301,P,2
12954,CR004,FP00200303,P,2
12955,CR003,FP00200303,P,2
12956,CR004,PH0020020604,P,1
12957,CR003,PH0020020604,P,1
12958,CR004,FP0020030301,P,1
12959,CR003,FP0020030301,P,1
12960,CR004,FP00200306,P,1
12961,CR003,FP00200306,P,1
12962,CR004,FP00200309,P,2
12963,CR003,FP00200309,P,2
12964,CR004,FP00200320,P,2
12965,CR003,FP00200320,P,2
12966,CR004,FP0010030110,P,1
12967,CR003,FP0010030110,P,1
12968,CR004,FP0020030101,P,1
12969,CR003,FP0020030101,P,1
12970,CR004,FP001003011002,P,1
12971,CR003,FP001003011002,P,1
12972,CR004,FP00200302,P,1
12973,CR003,FP00200302,P,1
12974,CR004,FP0020032001,P,1
12975,CR003,FP0020032001,P,1
12976,CR004,FP00200310,P,2
12977,CR004,FP00200321,P,2
12978,CR003,FP00200321,P,2
12979,EE001,IT00100311,P,4
12980,FA005001,PS005004240401,T,4
12981,FA004001,PS00800107,T,4
12982,FA004002,PS00800107,T,4
12983,FA004004,PS00800107,T,4
12984,PH0010010203,PH002004,M,4
12985,PH0010010204,PH002004,M,4
12986,HC001009,EC001,M,4
12987,EE001011,HC001,P,3
12988,EE001011,EE001003,P,4
12989,EE001011,CP00200702,P,4
12990,EE001011,HA007002,P,4
12991,FA004004,EE001006,M,3
12992,SE001,EE001001102,M,3
12993,FA004001,EE001010,M,1
12994,EE00100904,EC001,M,4
12995,EE00100904,EE00100514,M,2
12996,EE00100904,MM0180010302,M,3
12997,EE00100904,FA007021,M,3
12998,CG003,CG00500113,M,2
12999,CG005005,CG0050011503,M,1
13000,CG005005,CG0050012101,M,1
13001,CG005005,CG00500111,M,2
13002,CG005001,CG0050040104,M,2
13003,CG005005,CG0050040104,M,2
13004,EE001,EC001006,M,3
13005,EE001,EC00100601,M,2
13006,EE001,EC001019,M,2
13007,EE001,EC00101903,M,1
13008,PH002005,PH00200415,M,2
13009,EE001,SE002014,M,2
13010,EE001014,EC0010080701,M,2
13011,EE001011,EC00100807,M,4
13012,LP001006,FN018002,T,2
13013,CG0010011701,CG0050010104,M,4
13014,IT00100310,FA004003,M,3
13015,IT00100310,EE00100803,M,3
13016,IT00100310,EE001005,M,3
13017,IT00100310,HW00102801,M,2
13018,IT00100310,FA001010,M,2
13019,UT004008,PS0020170201,P,3
13020,UT004008,CC00300306,P,2
13021,PS0020170201,UT004008,T,4
13022,CC00300306,UT004008,T,4
13023,IT00100311,EE00100803,M,3
13024,IT00100311,FA001010,M,2
13025,IT00100311,HW00102801,M,2
13026,IT00100311,EE001005,M,3
13027,IT00100311,EE001002,M,2
13028,ME00500103,ME00500201,T,4
13029,IT00100311,FA00700412,M,1
13030,IT00100311,FA007061,M,1
13031,IT00100311,FA004003,M,2
13032,IT00100311,HA007,M,2
13033,SS00101213,CS00300201,T,4
13034,IT00100311,EE001006,M,3
13035,CP001009,IT00100311,P,4
13036,ME00500201,ME00500103,P,4
13037,FA007061,IT00100311,P,4
13038,HA007,IT00100311,P,3
13039,EC00101205,MM01700401,M,4
13040,FA00706201,FA00706203,M,4
13041,EC0010010201,MM001001050101,M,2
13042,IT00100311,FA00400120,M,1
13043,IT00100311,EE001014,M,2
13044,SE002028,EC001021,M,3
13045,EC001021,SE002028,P,4
13046,SE002028,MM002001,M,3
13047,SE002028,FA00400119,P,1
13048,FA00400119,SE002028,M,4
13049,PS004001,PF00200102,M,4
13050,FA007037,FA00706633,M,3
13051,FA007037,MM01800103,M,4
13052,FA007016,FA007066,M,2
13053,CT002003,PF002006,M,4
13054,FA00400119,EC00100910,M,3
13055,FA00400119,EC001021,M,3
13056,EC001021,FA00400119,P,2
13057,FA00400119,FA00400117,M,3
13058,FA00400119,EC001015,M,3
13059,EC001021,IT001009,P,2
13060,EC001021,EC00102001,P,4
13061,CP001009,EC00102001,M,4
13062,CP001009,FA00706633,M,3
13063,EC001021,EE0010011,P,4
13064,EC001021,EE001001,P,4
13065,HW00101701,HW00101702,T,4
13066,HA007,IT003,P,2
13067,HA007,EC002,T,3
13068,HA007,SE004,M,3
13069,HA007,EC004,M,4
13070,PS004001,CR001010,D,4
13071,HA007,BT01003,D,4
13072,EC00101205,FA007040,P,4
13073,EC00101205,MM0180081402,M,4
13074,FA007016,BT001002,D,4
13075,FA007016,PS00500310,T,4
13076,HW001029,SS001015,P,4
13077,EC0010010201,EC001001130201,P,4
13078,CT002003,CC00500106,M,3
13079,CT002003,FA00706418,A,4
13080,EC0010010201,MM00400204,M,3
13081,EC0010010201,MM0010030401,M,2
13082,EC0010010201,MM0020010302,M,2
13083,ME00500201,ME00500108,P,2
13084,IT00100310,EE001010,M,1
13085,ME00500103,ME00500112,T,4
13086,UT004008,FA00701403,A,4
13087,SE002028,PS005004240202,T,4
13088,FA007016,PS0050042401,T,4
13089,CC00300306,FA0080080105,D,4
13090,CG0010011701,CG0050040109,M,4
13091,CG0010011701,FA00701802,A,4
13092,CG0050010104,CG00100117,P,4
13093,EC0010010201,CC001006140301,M,4
13094,EC0010010201,CC001006140304,M,3
13095,EC0010010201,MM01700113,M,3
13096,EC001021,EC00100910,P,3
13097,EC001021,EC001006,P,3
13098,EC001021,MM01100102,M,2
13099,EC001021,FA00200902,M,4
13100,EC001021,MM00100105,M,3
13101,EC001021,MM0180081401,M,3
13102,EC001021,MM002001,M,2
13103,EE0010150101,EC00100910,M,2
13104,EE0010150101,EC0010200102,M,4
13105,EE0010150101,SE002014,M,4
13106,EE0010010,EC001020,M,2
13107,EE0010010,EC00100601,M,2
13108,EC00101205,EE001008070,P,4
13109,EC00101205,EE00101303,P,3
13110,EC001021,FA00400107,P,2
13111,CP001009,CC00100925,M,3
13112,FA007016,EE001,M,4
13113,FA007016,FA004001,M,2
13114,FA007016,MM018,M,2
13115,FA007061,MM018001,M,3
13116,FA007061,FA00700412,M,4
13117,FA007061,FA00706633,M,3
13118,FA007037,FA00700412,M,2
13119,EE0010150101,EG0010050301,P,2
13120,SE002028,AC0010090801,P,1
13121,EC001021,CC00500194,P,3
13122,HW001027,HW00102705,M,4
13123,FA00400119,EC00100601,M,2
13124,FA00400119,EC001001,M,2
13125,FA00400119,FA0040012201,M,2
13126,EC001021,AC001009,P,3
13127,FA007037,FP002020,P,4
13128,FA007037,PS001,P,4
13129,FA007037,ME004004,P,4
13130,FA007037,PF00200201,P,2
13131,FA00706201,FA006010,P,3
13132,FA00706201,FA006020,P,4
